Games,Sport,Event,TEST,Gender,Athlete(s),CountryCode,CountryName,Medal,Result,Unit,ResultInSeconds,POPULATION,GDP,,,
1996,Swimming,100m Freestyle Men,,MEN,Aleksandr Popov,RUS,Russia,Gold,48.74,M:S:DD,48.74,290875.61,1137738.988,,,
1996,Swimming,100m Freestyle Men,,MEN,Gary Hall Jr.,USA,United States of America,Silver,48.81,M:S:DD,48.81,269667.391,6803768.743,,,
1996,Swimming,100m Freestyle Men,,MEN,Gustavo Fran?a Borges,BRA,Brazil,Bronze,49.02,M:S:DD,49.02,166073.876,891202,,,
1952,Swimming,100m Freestyle Women,WOMEN,WOMEN,Katalin Sz?ke,HUN,Hungary,Gold,1:06.8,M:S:DD,66.8,33119.096,27570.77238,,,
1948,Swimming,100m Freestyle Women,WOMEN,WOMEN,Greta Andersen,DEN,Denmark,Gold,1:06.3,M:S:DD,66.3,147203,1334330.757,,,
1936,Swimming,100m Freestyle Women,WOMEN,WOMEN,Rie Mastenbroek,NED,Netherlands,Gold,1:05.9,M:S:DD,65.9,128681,798321.969,,,
1996,Swimming,1500m Freestyle Men,,MEN,Kieren Perkins,AUS,Australia,Gold,14:56.40,M:S:DD,896.4,18348.078,354521.1781,,,
1996,Swimming,1500m Freestyle Men,,MEN,Daniel Kowalski,AUS,Australia,Silver,15:02.43,M:S:DD,902.43,18348.078,354521.1781,,,
1996,Swimming,1500m Freestyle Men,,MEN,Graeme Smith,GBR,Great Britain,Bronze,15:02.48,M:S:DD,902.48,58618.663,1054948.361,,,
1996,Swimming,200m Backstroke Men,,MEN,Brad Bridgewater,USA,United States of America,Gold,1:58.54,M:S:DD,118.54,269667.391,6803768.743,,,
1996,Swimming,200m Backstroke Men,,MEN,Tripp Schwenk,USA,United States of America,Silver,1:58.99,M:S:DD,118.99,269667.391,6803768.743,,,
1996,Swimming,200m Backstroke Men,,MEN,Emanuele Merisi,ITA,Italy,Bronze,1:59.18,M:S:DD,119.18,57367.032,996781.9207,,,
1932,Swimming,100m Freestyle Women,WOMEN,WOMEN,Helene Madison,USA,United States of America,Gold,1:06.8,M:S:DD,66.8,10794,39629.66,,,
1928,Swimming,100m Freestyle Women,WOMEN,WOMEN,Albina Osipowich,USA,United States of America,Gold,1:11.0,M:S:DD,71,64393,263367,,,
1924,Swimming,100m Freestyle Women,WOMEN,WOMEN,Ethel Lackie,USA,United States of America,Gold,1:12.4,M:S:DD,72.4,62697,200557,,,
1996,Swimming,200m Breaststroke Men,,MEN,Norbert R?zsa,HUN,Hungary,Gold,2:12.57,M:S:DD,132.57,10273.591,60214.37491,,,
1996,Swimming,200m Breaststroke Men,,MEN,K?roly G?ttler,HUN,Hungary,Silver,2:13.03,M:S:DD,133.03,10273.591,60214.37491,,,
1996,Swimming,200m Breaststroke Men,,MEN,Andrey Korneyev,RUS,Russia,Bronze,2:13.17,M:S:DD,133.17,290875.61,1137738.988,,,
1920,Swimming,100m Freestyle Women,WOMEN,WOMEN,Ethelda Bleibtrey,USA,United States of America,Gold,1:13.6,M:S:DD,73.6,46821,212937.864,,,
1912,Swimming,100m Freestyle Women,WOMEN,WOMEN,Fanny Durack,ANZ,Australia,Gold,1:22.2,M:S:DD,82.2,95703,497722.446,,,
2012,Athletics,100m Hurdles Women,WOMEN,WOMEN,Sally PEARSON,AUS,Australia,Gold,12.35,#:DD,12.35,10676.91,153505.5396,,,
1996,Swimming,200m Butterfly Men,,MEN,Denis Pankratov,RUS,Russia,Gold,1:56.51,M:S:DD,116.51,290875.61,1137738.988,,,
1996,Swimming,200m Butterfly Men,,MEN,Tom Malchow,USA,United States of America,Silver,1:57.44,M:S:DD,117.44,269667.391,6803768.743,,,
1996,Swimming,200m Butterfly Men,,MEN,Scott Goodman,AUS,Australia,Bronze,1:57.48,M:S:DD,117.48,18348.078,354521.1781,,,
2008,Athletics,100m Hurdles Women,WOMEN,WOMEN,Dawn Harper,USA,United States of America,Gold,12.54,#:DD,12.54,82369.548,1624746.189,,,
2004,Athletics,100m Hurdles Women,WOMEN,WOMEN,Joanna Hayes,USA,United States of America,Gold,12.37,#:DD,12.37,22355.551,78562.58008,,,
2000,Athletics,100m Hurdles Women,WOMEN,WOMEN,Olga Shishigina,KAZ,Kazakhstan,Gold,12.65,#:DD,12.65,282338.631,8019378.039,,,
1996,Swimming,200m Freestyle Men,,MEN,Danyon Loader,NZL,New Zealand,Gold,1:47.63,M:S:DD,107.63,3621.2,56332.60685,,,
1996,Swimming,200m Freestyle Men,,MEN,Gustavo Fran?a Borges,BRA,Brazil,Silver,1:48.08,M:S:DD,108.08,166073.876,891202,,,
1996,Swimming,200m Freestyle Men,,MEN,Daniel Kowalski,AUS,Australia,Bronze,1:48.25,M:S:DD,108.25,18348.078,354521.1781,,,
1996,Athletics,100m Hurdles Women,WOMEN,WOMEN,Ludmila Engquist,SWE,Sweden,Gold,12.58,#:DD,12.58,1217550,3521141,,,
1992,Athletics,100m Hurdles Women,WOMEN,WOMEN,Voula Patoulidou,GRE,Greece,Gold,12.64,#:DD,12.64,57866.349,933534.8405,,,
1988,Athletics,100m Hurdles Women,WOMEN,WOMEN,Yordanka Donkova,BUL,Bulgaria,Gold,12.38,#:DD,12.38,3529.6,36123,,,
1996,Swimming,200m Individual Medley Men,,MEN,Attila Czene,HUN,Hungary,Gold,1:59.91,M:S:DD,119.91,10273.591,60214.37491,,,
1996,Swimming,200m Individual Medley Men,,MEN,Jani Sievinen,FIN,Finland,Silver,2:00.13,M:S:DD,120.13,5120.31,83461.51256,,,
1996,Swimming,200m Individual Medley Men,,MEN,Curtis Myden,CAN,Canada,Bronze,2:01.13,M:S:DD,121.13,29983.162,580059.7477,,,
1984,Athletics,100m Hurdles Women,WOMEN,WOMEN,Benita Fitzgerald-Brown,USA,United States of America,Gold,12.84,#:DD,12.84,36904.134,208526.1328,,,
1980,Athletics,100m Hurdles Women,WOMEN,WOMEN,Vera Komisova,URS,Russia,Gold,12.56,#:DD,12.56,24593.3,397814,,,
1976,Athletics,100m Hurdles Women,WOMEN,WOMEN,Johanna Klier-Schaller,GDR,Germany,Gold,12.77,#:DD,12.77,78298.957,993132,,,
1996,Swimming,400m Freestyle Men,,MEN,Danyon Loader,NZL,New Zealand,Gold,3:47.97,M:S:DD,227.97,3621.2,56332.60685,,,
1996,Swimming,400m Freestyle Men,,MEN,Paul Palmer,GBR,Great Britain,Silver,3:49.00,M:S:DD,229,58618.663,1054948.361,,,
1996,Swimming,400m Freestyle Men,,MEN,Daniel Kowalski,AUS,Australia,Bronze,3:49.39,M:S:DD,229.39,18348.078,354521.1781,,,
1972,Athletics,100m Hurdles Women,WOMEN,WOMEN,Annelie Ehrhardt,GDR,Germany,Gold,12.59,#:DD,12.59,13177,163453,,,
2012,Athletics,100m Women,WOMEN,WOMEN,Shelly-Ann FRASER-PRYCE,JAM,Jamaica,Gold,10.75,#:DD,10.75,287447.373,1646762.087,,,
2008,Athletics,100m Women,WOMEN,WOMEN,Shelly-Ann Fraser,JAM,Jamaica,Gold,10.78,#:DD,10.78,22246.862,80919.45748,,,
1996,Swimming,400m Individual Medley Men,,MEN,Tom Dolan,USA,United States of America,Gold,4:14.90,M:S:DD,254.9,269667.391,6803768.743,,,
1996,Swimming,400m Individual Medley Men,,MEN,Eric Namesnik,USA,United States of America,Silver,4:15.25,M:S:DD,255.25,269667.391,6803768.743,,,
1996,Swimming,400m Individual Medley Men,,MEN,Curtis Myden,CAN,Canada,Bronze,4:16.28,M:S:DD,256.28,29983.162,580059.7477,,,
2004,Athletics,100m Women,WOMEN,WOMEN,Yuliya Nesterenko,BLR,Belarus,Gold,10.93,#:DD,10.93,39144.753,296991,,,
2000,Athletics,100m Women,WOMEN,WOMEN,Ekaterini Thanou,GRE,Greece,Gold,11.12,#:DD,11.12,19164.62,412984.5827,,,
1996,Athletics,100m Women,WOMEN,WOMEN,Gail Devers,USA,United States of America,Gold,10.94,#:DD,10.94,62209.971,36218.8109,,,
1996,Swimming,4x100m Freestyle Relay Men,,MEN,"David Fox, Scott Tucker, Jon Olsen, Brad Schumacher, Josh Davis, Gary Hall Jr.",USA,United States of America,Gold,3:15.41,M:S:DD,195.41,269667.391,6803768.743,,,
1996,Swimming,4x100m Freestyle Relay Men,,MEN,"Denis Pimankov, Roman Yegorov, Vladimir Predkin, Vladimir Pyshnenko, Aleksandr Popov",RUS,Russia,Silver,3:17.06,M:S:DD,197.06,290875.61,1137738.988,,,
1996,Swimming,4x100m Freestyle Relay Men,,MEN,"Alexander Luderitz, Mark Pinger, Bengt Zikarsky, Bj?rn Zikarsky, Christian Tr?ger",GER,Germany,Bronze,3:17.20,M:S:DD,197.2,81890.667,1426553.501,,,
1992,Athletics,100m Women,WOMEN,WOMEN,Gail Devers,USA,United States of America,Gold,10.82,#:DD,10.82,26298.373,74215.54067,,,
1988,Athletics,100m Women,WOMEN,WOMEN,Florence Griffith-Joyner,USA,United States of America,Gold,10.54,#:DD,10.54,245021.414,5512845,,,
1984,Athletics,100m Women,WOMEN,WOMEN,Evelyn Ashford,USA,United States of America,Gold,10.97,#:DD,10.97,14420.022,214854,,,
1996,Swimming,4x100m Medley Relay Men,,MEN,"Kurt Grote, Josh Davis, Mark Henderson, Gary Hall Jr., John Hargis, Jeremy Linn, Jeff Rouse, Tripp Schwenk",USA,United States of America,Gold,3:34.84,M:S:DD,214.84,269667.391,6803768.743,,,
1996,Swimming,4x100m Medley Relay Men,,MEN,"Vladimir Selkov, Aleksandr Popov, Stanislav Lopukhov, Denis Pankratov, Roman Ivanovskiy, Vladislav Kulikov, Roman Yegorov",RUS,Russia,Silver,3:37.55,M:S:DD,217.55,290875.61,1137738.988,,,
1996,Swimming,4x100m Medley Relay Men,,MEN,"Michael Klim, Toby Haenen, Steven Dewick, Scott Miller, Philip Rogers",AUS,Australia,Bronze,3:39.56,M:S:DD,219.56,18348.078,354521.1781,,,
1980,Athletics,100m Women,WOMEN,WOMEN,Lyudmila Kondratyeva,URS,Russia,Gold,11.06,#:DD,11.06,10711.122,67549.20943,,,
1976,Athletics,100m Women,WOMEN,WOMEN,Annegret Richter,FRG,Germany,Gold,11.08,#:DD,11.08,36294.034,22169.5,,,
1972,Athletics,100m Women,WOMEN,WOMEN,Renate Stecher,GDR,Germany,Gold,11.07,#:DD,11.07,24779.799,189183,,,
1996,Swimming,4x200m Freestyle Relay Men,,MEN,"Jon Olsen, Brad Schumacher, Joe Hudepohl, Josh Davis, Ryan Berube",USA,United States of America,Gold,7:14.84,M:S:DD,434.84,269667.391,6803768.743,,,
1996,Swimming,4x200m Freestyle Relay Men,,MEN,"Lars Fr?lander, Anders Holmertz, Anders Lyrbring, Christer Wallin",SWE,Sweden,Silver,7:17.56,M:S:DD,437.56,8892.234,159289.5858,,,
1996,Swimming,4x200m Freestyle Relay Men,,MEN,"Steffen Zesner, Christian Tr?ger, Oliver Lampe, Christian Keller, Aimo Heilmann, Konstantin Dubrovin",GER,Germany,Bronze,7:17.71,M:S:DD,437.71,81890.667,1426553.501,,,
1968,Athletics,100m Women,WOMEN,WOMEN,Wyomia Tyus,USA,United States of America,Gold,11,#:DD,11,200706,2983081,,,
1964,Athletics,100m Women,WOMEN,WOMEN,Wyomia Tyus,USA,United States of America,Gold,11.4,#:DD,11.4,12724.68,138627,,,
1960,Athletics,100m Women,WOMEN,WOMEN,Wilma Rudolph,USA,United States of America,Gold,11,#:DD,11,18266.765,159880,,,
1996,Swimming,50m Freestyle Men,,MEN,Aleksandr Popov,RUS,Russia,Gold,22.13,M:S:DD,22.13,290875.61,1137738.988,,,
1996,Swimming,50m Freestyle Men,,MEN,Gary Hall Jr.,USA,United States of America,Silver,22.26,M:S:DD,22.26,269667.391,6803768.743,,,
1996,Swimming,50m Freestyle Men,,MEN,Fernando Scherer,BRA,Brazil,Bronze,22.29,M:S:DD,22.29,166073.876,891202,,,
1956,Athletics,100m Women,WOMEN,WOMEN,Betty Cuthbert,AUS,Australia,Gold,11.5,#:DD,11.5,70602.518,436086,,,
1952,Athletics,100m Women,WOMEN,WOMEN,Marjorie Jackson,AUS,Australia,Gold,11.5,#:DD,11.5,50430,357585,,,
1948,Athletics,100m Women,WOMEN,WOMEN,Fanny Blankers-Koen,NED,Netherlands,Gold,11.9,#:DD,11.9,0,0,,,
1936,Athletics,100m Women,WOMEN,WOMEN,Helen Stephens,USA,United States of America,Gold,11.5,#:DD,11.5,181502,361306,,,
1932,Athletics,100m Women,WOMEN,WOMEN,Stanislawa Walasiewicz,POL,Poland,Gold,11.9,#:DD,11.9,125436,615685.77,,,
1928,Athletics,100m Women,WOMEN,WOMEN,Elizabeth Robinson,USA,United States of America,Gold,12.2,#:DD,12.2,6643,24295.236,,,
1992,Athletics,10000m Men,,MEN,Khalid Skah,MAR,Morocco,Gold,27:46.70,M:SS:DD,1666.7,25798.239,65763.51168,,,
1992,Athletics,10000m Men,,MEN,Richard Chelimo,KEN,Kenya,Silver,27:47.72,M:SS:DD,1667.72,25020.539,26246.63558,,,
1992,Athletics,10000m Men,,MEN,Addis Abebe,ETH,Ethiopia,Bronze,28:00.07,M:SS:DD,1680.07,55756.999,26763.82042,,,
2012,Swimming,10km Marathon Women,WOMEN,WOMEN,Eva RISZTOV,HUN,Hungary,Gold,1:57:38,H:MM:SS,7058.20,82369.548,1673488.575,,,
2012,Athletics,1500m Women,WOMEN,WOMEN,Asli CAKIR ALPTEKIN,TUR,Turkey,Gold,04:10.2,M:SS:DD,250.23,61279.972,1395721.096,,,
2008,Athletics,1500m Women,WOMEN,WOMEN,Nancy Lagat,KEN,Kenya,Gold,4:00.23,M:SS:DD,240.23,33679.263,770813.924,,,
2004,Athletics,1500m Women,WOMEN,WOMEN,Kelly Holmes,GBR,Great Britain,Gold,3:57.90,M:SS:DD,237.9,293027.571,8430760,,,
2000,Athletics,1500m Women,WOMEN,WOMEN,Nouria Merah-Benida,ALG,Algeria,Gold,4:05.10,M:SS:DD,245.1,282338.631,8019378.039,,,
1996,Athletics,1500m Women,WOMEN,WOMEN,Svetlana Masterkova,RUS,Russia,Gold,4:00.83,M:SS:DD,240.83,269667.391,6803768.743,,,
1992,Athletics,100m Men,,MEN,Linford Christie,GBR,Great Britain,Gold,9.96,#:DD,9.96,57866.349,933534.8405,,,
1992,Athletics,100m Men,,MEN,Frankie Fredericks,NAM,Namibia,Silver,10.02,#:DD,10.02,1554.253,5346.099885,,,
1992,Athletics,100m Men,,MEN,Dennis Mitchell,USA,United States of America,Bronze,10.04,#:DD,10.04,256894.189,5985151.501,,,
1992,Athletics,1500m Women,WOMEN,WOMEN,Hassiba Boulmerka,ALG,Algeria,Gold,3:55.30,M:SS:DD,235.3,291118.372,1592461.405,,,
1988,Athletics,1500m Women,WOMEN,WOMEN,Paula Ivan,ROM,Romania,Gold,3:53.96,M:SS:DD,233.96,16520.206,274737,,,
1984,Athletics,1500m Women,WOMEN,WOMEN,Gabriella Dorio,ITA,Italy,Gold,4:03.25,M:SS:DD,243.25,25701.8,432711,,,
1992,Athletics,110m Hurdles Men,,MEN,Mark McCoy,CAN,Canada,Gold,13.12,#:DD,13.12,28523.502,517778.7606,,,
1992,Athletics,110m Hurdles Men,,MEN,Tony Dees,USA,United States of America,Silver,13.24,#:DD,13.24,256894.189,5985151.501,,,
1992,Athletics,110m Hurdles Men,,MEN,Jack Pierce,USA,United States of America,Bronze,13.26,#:DD,13.26,256894.189,5985151.501,,,
1992,Athletics,1500m Men,,MEN,Fermin Cacho,ESP,Spain,Gold,3:40.12,M:SS:DD,220.12,39549.438,490963.4675,,,
1992,Athletics,1500m Men,,MEN,Rachid El Basir,MAR,Morocco,Silver,3:40.62,M:SS:DD,220.62,25798.239,65763.51168,,,
1992,Athletics,1500m Men,,MEN,Mohamed Sulaiman,QAT,Qatar,Bronze,3:40.69,M:SS:DD,220.69,529.399,3566.345328,,,
1980,Athletics,1500m Women,WOMEN,WOMEN,Tatyana Kazankina,URS,Russia,Gold,3:56.56,M:SS:DD,236.56,56451.247,742299,,,
1976,Athletics,1500m Women,WOMEN,WOMEN,Tatyana Kazankina,URS,Russia,Gold,4:05.48,M:SS:DD,245.48,26467.896,112940.8862,,,
1972,Athletics,1500m Women,WOMEN,WOMEN,Lyudmila Bragina,URS,Russia,Gold,4:01.4,M:SS:DD,241.4,209896,3346554,,,
1992,Athletics,200m Men,,MEN,Mike Marsh,USA,United States of America,Gold,20.01,#:DD,20.01,256894.189,5985151.501,,,
1992,Athletics,200m Men,,MEN,Frankie Fredericks,NAM,Namibia,Silver,20.13,#:DD,20.13,1554.253,5346.099885,,,
1992,Athletics,200m Men,,MEN,Michael Bates,USA,United States of America,Bronze,20.38,#:DD,20.38,256894.189,5985151.501,,,
2012,Swimming,200m Backstroke Women,WOMEN,WOMEN,Missy FRANKLIN,USA,United States of America,Gold,02:04.1,M:S:DD,124.06,38500.696,314278.0769,,,
2008,Swimming,200m Backstroke Women,WOMEN,WOMEN,Kirsty Coventry,ZIM,Zimbabwe,Gold,2:05.24,M:S:DD,125.24,20600.856,473289.4257,,,
2004,Swimming,200m Backstroke Women,WOMEN,WOMEN,Kirsty Coventry,ZIM,Zimbabwe,Gold,2:09.19,M:S:DD,129.19,60270.708,1280625.154,,,
1992,Athletics,20km Walk Men,,MEN,Daniel Plaza,ESP,Spain,Gold,1:21:45,H:MM:SS,4905,39549.438,490963.4675,,,
1992,Athletics,20km Walk Men,,MEN,Guillaume LeBlanc,CAN,Canada,Silver,1:22:25,H:MM:SS,4945,28523.502,517778.7606,,,
1992,Athletics,20km Walk Men,,MEN,Giovanni de Benedictis,ITA,Italy,Bronze,1:23:11,H:MM:SS,4991,56840.847,945660.1539,,,
1992,Athletics,3000m Steeplechase Men,,MEN,Matthew Birir,KEN,Kenya,Gold,8:08.84,M:SS:DD,488.84,25020.539,26246.63558,,,
1992,Athletics,3000m Steeplechase Men,,MEN,Patrick Sang,KEN,Kenya,Silver,8:09.55,M:SS:DD,489.55,25020.539,26246.63558,,,
1992,Athletics,3000m Steeplechase Men,,MEN,William Mutwol,KEN,Kenya,Bronze,8:10.74,M:SS:DD,490.74,25020.539,26246.63558,,,
1992,Athletics,400m Hurdles Men,,MEN,Kevin Young,USA,United States of America,Gold,46.78,#:DD,46.78,256894.189,5985151.501,,,
1992,Athletics,400m Hurdles Men,,MEN,Winthrop Graham,JAM,Jamaica,Silver,47.66,#:DD,47.66,2378.618,9140,,,
1992,Athletics,400m Hurdles Men,,MEN,Kriss Akabusi,GBR,Great Britain,Bronze,47.82,#:DD,47.82,57866.349,933534.8405,,,
2000,Swimming,200m Backstroke Women,WOMEN,WOMEN,Diana Mocanu,ROM,Romania,Gold,2:08.16,M:S:DD,128.16,289112.747,1287576.346,,,
1996,Swimming,200m Backstroke Women,WOMEN,WOMEN,Krisztina Egerszegi,HUN,Hungary,Gold,2:07.83,M:S:DD,127.83,269667.391,6803768.743,,,
1992,Swimming,200m Backstroke Women,WOMEN,WOMEN,Krisztina Egerszegi,HUN,Hungary,Gold,2:07.06,M:S:DD,127.06,1164970,2483921,,,
1992,Athletics,400m Men,,MEN,Quincy Watts,USA,United States of America,Gold,43.5,#:DD,43.5,256894.189,5985151.501,,,
1992,Athletics,400m Men,,MEN,Steve Lewis,USA,United States of America,Silver,44.21,#:DD,44.21,256894.189,5985151.501,,,
1992,Athletics,400m Men,,MEN,Samson Kitur,KEN,Kenya,Bronze,44.24,#:DD,44.24,25020.539,26246.63558,,,
1988,Swimming,200m Backstroke Women,WOMEN,WOMEN,Krisztina Egerszegi,HUN,Hungary,Gold,2:09.29,M:S:DD,129.29,10442.5,73420.90842,,,
1984,Swimming,200m Backstroke Women,WOMEN,WOMEN,Jolanda de Rover,NED,Netherlands,Gold,2:12.38,M:S:DD,132.38,275379.897,1847190,,,
1980,Swimming,200m Backstroke Women,WOMEN,WOMEN,Rica Reinisch,GDR,Germany,Gold,2:11.77,M:S:DD,131.77,22130.036,91516.55115,,,
1992,Athletics,4x100m Relay Men,,MEN,"Dennis Mitchell, Mike Marsh, Carl Lewis, Leroy Burrell",USA,United States of America,Gold,37.4,#:DD,37.4,256894.189,5985151.501,,,
1992,Athletics,4x100m Relay Men,,MEN,"Olapade Adeniken, Davidson Ezinwa, Chidi Imoh, Oluyemi Kayode",NGR,Nigeria,Silver,37.98,#:DD,37.98,93364.244,116868.11,,,
1992,Athletics,4x100m Relay Men,,MEN,"Joel Lamela, Andr?s Sim?n, Joel Isasi, Jorge Aguilera",CUB,Cuba,Bronze,38,#:DD,38,10723.26,23689,,,
1976,Swimming,200m Backstroke Women,WOMEN,WOMEN,Ulrike Richter,GDR,Germany,Gold,2:13.43,M:S:DD,133.43,218035,3701163,,,
1972,Swimming,200m Backstroke Women,WOMEN,WOMEN,Melissa Belote,USA,United States of America,Gold,2:19.19,M:S:DD,139.19,37492.953,127931,,,
1968,Swimming,200m Backstroke Women,WOMEN,WOMEN,Pokey Watson,USA,United States of America,Gold,2:24.8,M:S:DD,144.8,200706,2983081,,,
1992,Athletics,4x400m Relay Men,,MEN,"Michael Johnson, Steve Lewis, Quincy Watts, Andrew Valmon",USA,United States of America,Gold,2:55.74,M:SS:DD,175.74,256894.189,5985151.501,,,
1992,Athletics,4x400m Relay Men,,MEN,"Norberto T?llez, L?zaro Mart?nez, Roberto Hern?ndez, H?ctor Herrera",CUB,Cuba,Silver,2:59.51,M:SS:DD,179.51,10723.26,23689,,,
1992,Athletics,4x400m Relay Men,,MEN,"David Grindley, Kriss Akabusi, Roger Black, John Regis",GBR,Great Britain,Bronze,2:59.73,M:SS:DD,179.73,57866.349,933534.8405,,,
2012,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Rebecca SONI,USA,United States of America,Gold,02:19.6,M:S:DD,139.59,2801.544,10497.6055,,,
2008,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Rebecca Soni,USA,United States of America,Gold,2:20.22,M:S:DD,140.22,287447.373,1598798.142,,,
2004,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Amanda Beard,USA,United States of America,Gold,2:23.37,M:S:DD,143.37,32507.874,748363.033,,,
1992,Athletics,5000m Men,,MEN,Dieter Baumann,GER,Germany,Gold,13:12.52,M:SS:DD,792.52,80597.764,1361341.41,,,
1992,Athletics,5000m Men,,MEN,Paul Bitok,KEN,Kenya,Silver,13:12.71,M:SS:DD,792.71,25020.539,26246.63558,,,
1992,Athletics,5000m Men,,MEN,Fita Bayissa,ETH,Ethiopia,Bronze,13:13.03,M:SS:DD,793.03,55756.999,26763.82042,,,
1992,Athletics,50km Walk Men,,MEN,Andrey Perlov,URS,Russia,Gold,3:50:13,H:MM:SS,13813,291118.372,1592461.405,,,
1992,Athletics,50km Walk Men,,MEN,Carlos Mercenario,MEX,Mexico,Silver,3:52:09,H:MM:SS,13929,88111.03,558049,,,
1992,Athletics,50km Walk Men,,MEN,Ronald Weigel,GER,Germany,Bronze,3:53:45,H:MM:SS,14025,80597.764,1361341.41,,,
1992,Athletics,800m Men,,MEN,William Tanui,KEN,Kenya,Gold,1:43.66,M:SS:DD,103.66,25020.539,26246.63558,,,
1992,Athletics,800m Men,,MEN,Nixon Kiprotich,KEN,Kenya,Silver,1:43.70,M:SS:DD,103.7,25020.539,26246.63558,,,
1992,Athletics,800m Men,,MEN,Johnny Gray,USA,United States of America,Bronze,1:43.97,M:SS:DD,103.97,256894.189,5985151.501,,,
2000,Swimming,200m Breaststroke Women,WOMEN,WOMEN,?gnes Kov?cs,HUN,Hungary,Gold,2:24.35,M:S:DD,144.35,10366.719,64942.76782,,,
1996,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Penny Heyns,RSA,South Africa,Gold,2:25.41,M:S:DD,145.41,269667.391,6803768.743,,,
1992,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Kyoko Iwasaki,JPN,Japan,Gold,2:26.65,M:S:DD,146.65,51869.109,255924.7757,,,
1992,Athletics,Marathon Men,,MEN,Young-cho Hwang,KOR,South Korea,Gold,2:13:23,H:MM:SS,8003,43805.45,429744.295,,,
1992,Athletics,Marathon Men,,MEN,Koichi Morishita,JPN,Japan,Silver,2:13:45,H:MM:SS,8025,124329.269,2422244.79,,,
1992,Athletics,Marathon Men,,MEN,Stephan Freigang,GER,Germany,Bronze,2:14:00,H:MM:SS,8040,80597.764,1361341.41,,,
1988,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Silke H?rner,GDR,Germany,Gold,2:26.71,M:S:DD,146.71,245021.414,5512845,,,
1984,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Anne Ottenbrite,CAN,Canada,Gold,2:30.38,M:S:DD,150.38,22453.788,93810.73055,,,
1980,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Lina Kaciusyte,URS,Russia,Gold,2:29.54,M:S:DD,149.54,22130.036,91516.55115,,,
1992,Canoeing,C1 1000m Canadian Singles Men,,MEN,Nikolay Bukhalov,BUL,Bulgaria,Gold,4:05.92,M:S:DD,245.92,8658.506,42268.94183,,,
1992,Canoeing,C1 1000m Canadian Singles Men,,MEN,Ivans Klementjevs,LAT,Latvia,Silver,4:06.60,M:S:DD,246.6,2615.869,15674.6892,,,
1992,Canoeing,C1 1000m Canadian Singles Men,,MEN,Gy?rgy Zala,HUN,Hungary,Bronze,4:07.35,M:S:DD,247.35,10348.684,57210.8809,,,
1992,Canoeing,C1 500m Canadian Singles Men,,MEN,Nikolay Bukhalov,BUL,Bulgaria,Gold,1:51.15,M:S:DD,111.15,8658.506,42268.94183,,,
1992,Canoeing,C1 500m Canadian Singles Men,,MEN,Mikhail Slivinsky,URS,Russia,Silver,1:51.40,M:S:DD,111.4,291118.372,1592461.405,,,
1992,Canoeing,C1 500m Canadian Singles Men,,MEN,Olaf Heukrodt,GER,Germany,Bronze,1:53.00,M:S:DD,113,80597.764,1361341.41,,,
1992,Canoeing,C2 1000m Canadian Pairs Men,,MEN,"Ulrich Papke, Ingo Spelly",GER,Germany,Gold,3:37.42,M:S:DD,217.42,80597.764,1361341.41,,,
1992,Canoeing,C2 1000m Canadian Pairs Men,,MEN,"Arne Nielsson, Christian Wig?",DEN,Denmark,Silver,3:39.26,M:S:DD,219.26,5171.393,97994.93667,,,
1992,Canoeing,C2 1000m Canadian Pairs Men,,MEN,"Didier Hoyer, Olivier Boivin",FRA,France,Bronze,3:39.51,M:S:DD,219.51,57374.179,1059124.659,,,
1992,Canoeing,C2 500m Canadian Pairs Men,,MEN,"Aleksandr Maseykov, Dmitry Dovgalenok",URS,Russia,Gold,1:41.54,M:S:DD,101.54,291118.372,1592461.405,,,
1992,Canoeing,C2 500m Canadian Pairs Men,,MEN,"Ingo Spelly, Ulrich Papke",GER,Germany,Silver,1:41.68,M:S:DD,101.68,80597.764,1361341.41,,,
1992,Canoeing,C2 500m Canadian Pairs Men,,MEN,"Martin Georgiev Marinov, Blagovest Stoyanov",BUL,Bulgaria,Bronze,1:41.94,M:S:DD,101.94,8658.506,42268.94183,,,
1992,Canoeing,K1 1000m Kayak Singles Men,,MEN,Clint Robinson,AUS,Australia,Gold,3:37.26,M:S:DD,217.26,17481.977,302570.7394,,,
1992,Canoeing,K1 1000m Kayak Singles Men,,MEN,Knut Holmann,NOR,Norway,Silver,3:37.50,M:S:DD,217.5,4286.357,83844.21832,,,
1992,Canoeing,K1 1000m Kayak Singles Men,,MEN,Greg Barton,USA,United States of America,Bronze,3:37.93,M:S:DD,217.93,256894.189,5985151.501,,,
1992,Canoeing,K1 500m Kayak Singles Men,,MEN,Yrj? Kolehmainen,FIN,Finland,Gold,1:40.43,M:S:DD,100.43,5041.039,75731.06553,,,
1992,Canoeing,K1 500m Kayak Singles Men,,MEN,Zsolt Gyulai,HUN,Hungary,Silver,1:40.64,M:S:DD,100.64,10348.684,57210.8809,,,
